id,replied_by_author,parent_comment_id,author,no_of_replies,text,category,"Legend: (blank lang yung replied sticker/image)
1 - Positive response
2 - Negative response
3 - Inquiry
4 - Tagged a person/Shared a link
5- Neutral
6- diff language"
2199239470158510-240,FALSE,0,Rene Lemar Ramel,0,"The secretary is blaming others for his failure to respond appropriately to our agricultural problems! What a shame! Whether it is solar, gas powered, hydro  power or wind power; it is still the same problem!  Poor governance for the agriculture sector due mainly to corruption! Focus on this problem  at the department of agriculture and the poverty will be considerably reduced ! Mr Secretary, no more paligoyligoy ; magtrabaho ka naman Hindi Lang Daldal ng daldal! Ay susmaryosep! Maawa ka naman sa mga magsasaka!",2,
2199239470158510-241,FALSE,0,Ian Sajulan Cocamas-Maamo Naduma,0,"Invest more in Science Research, Development, and Technology.",1,
2199239470158510-242,FALSE,0,Totong Oca Onirdnajela,0,"the idea is good, but making it happen is the best for everyone....",1,
2199239470158510-243,FALSE,0,Nonoy Mallo,0,We should retool to adapt!,1,
2199239470158510-244,FALSE,0,Troy Serrano,0,Sir we have 10 hectares and 20 hectares of land from our family. Gusto ko po sana mag apply nung solar power irrigation system. Sa masbate po ang area. Paano po ako magaaply?,3,
2199239470158510-245,FALSE,0,Gregory Bushk,0,"Sir Manny good idea... Here in Agusan del Norte, lalo na sa Nasipit, sira farm to market roads. Farm na lang natira wala ng roads. Another challenge here Sir Money is how to bring the water up to the mountains. Sana for Agusan del Norte na nasa ibabaw ng bundok at hirap sa farm water sana matulungan kami. Our coconut trees are dying and even livestock. I hope ma harness ang mighty AGUSAN RIVER to make things possible for Agricultural. Nasa almost 2000 ft. Above sea level ang mga mountainous farms namin. Bringing water UP for farming is the problem. Thank you po. Sana mabigyan kami ng pansin...",2,
2199239470158510-246,FALSE,0,Carlo Melchiades Borromeo,0,"Scarcity stimulates creativity to produce food for survival, and lack of manpower and resources pushed them to find ways to be efficient",1,
2199239470158510-247,FALSE,0,Boni G. Paje,0,"Sir Manny, if your problems are these eco n fin managers including the budget people, allocate a budget from your department to build a pilot project of this nature in the proposed federal states as a demonstration of how to make dry areas productive. I believe there are openminded governors or mayors who you can convince of this concept.",1,
2199239470158510-248,FALSE,0,Rachelle Lim,0,Daming reklamo--learn to carry your own weight kasi to make things happen.,2,
2199239470158510-249,FALSE,0,Daniel Garcia,0,It is called swales.,5,
2199239470158510-250,FALSE,0,Jesse Mendiola,0,They use drip watering system  no wastage,1,
2199239470158510-251,FALSE,0,Bryan Mascariñas Lupango,0,The blood of former corrupt agri officials - the solution to our agri problem #MagbuboNgDugo 😈,2,
2199239470158510-252,FALSE,0,Lynden Luardo Arapoc Mancera,0,They because their government has a full concern to their farmers. Most filipino farmers turn their farms to commercial est.  Because they can't sustain their financial needs.,2,
2199239470158510-253,FALSE,0,Edel Nuñez Palomo,0,Its a nice idea sir. Ang isang problema ay ung cost of farm inputs lhat tumaas tpos ung price ng commodities halis HINGIIN n lng ng buyer. It.needs IMMIDIATE ACTION FROM THE GOVT. Like the price of onion today. MARAMING ANI PERO LUGI. Sana sir MAACTIONAN ASAP thnxs,2,
2199239470158510-254,FALSE,0,Russel Z Chavez,0,"if you have drought, typhoon etc that affects food production. some stocks goes up and prices are also up so hoarders makes money. even though we are already in the modern world inventing futuristic gadgets but nothing is more high tech inventing invisible and imaginary economic problem. its a multi million business.",2,
2199239470158510-255,FALSE,0,Joyjoy Betonio Doctolero,0,Sec. Pinol we are counting your support to the COCO Farmers!,1,
2199239470158510-256,FALSE,0,Abhi Ambe Sarski,0,"Dear #Mannypiñol Solar power irrigation is really very important to us especially the farmers but some farmers is appreciated. But doesn't means is already solved the problems of our farmers,before you decides of it another debt of our Gov't,the solar panel that very much costly, why you did not think of the possible ways. Like Rectification of tarification, and Raise of price of Rice from farmers,  farm to market road.and other subsidies,",1,
2199239470158510-257,FALSE,0,Al-jhun Jhay L. Gornez,0,But they have drip irrigation ..in which  most of filipino farmers cannot afford especially small scale farmers😔,2,
2199239470158510-258,FALSE,0,Rlad Zoldyck,0,I tried it na water when it is hot...and effective naman healthy yung pananim. It is a matter of embracing new ideas rather than complaining and blaming....,1,
2199239470158510-259,FALSE,0,Vasha Quitua,0,Waldas waldas lng ang peg natin dito sa pinas  Happy to be wrong,1,
2199239470158510-260,FALSE,0,Rameses C Adriatico,0,Someday the desert will bloom,1,
2199239470158510-261,FALSE,0,Chas S Vidanes,2,"But irrigated. Here in davao del sur. No rain, no water, no irrigation. Our plants turning yellow to brown. Ang tao at kambing magkasing amoy na. We dont need those post. We need action for water supply.",2,
2199239470158510-262,FALSE,2199239470158510-261,Bong Pinol,0,"Chas S Vidanes , did you ask for SPIS?",3,
2199239470158510-263,FALSE,2199239470158510-261,Chas S Vidanes,0,"Bong Pinol try to find out water supply. Brgy tibuloy. Toril district, Davao city. Water is a burden to us farmers and resident there.",2,
2199239470158510-264,FALSE,0,Yu Mei Luan,0,"Sir Pinol, why not asking for help in the Chinese govt. Maybe they can provide us solar panels in cheaper prize. I've seen the   video here the wide dessert area of Xingjiang & inner Mongolia before where covered now with farm lands and they used the solar energy.",1,
2199239470158510-265,FALSE,0,Bill Thel Sheldon,0,they use underground sprinklers. the government should subsidize this.,1,
2199239470158510-266,FALSE,0,Vector Fox,0,Because they have efficient irrigation.,1,
2199239470158510-267,FALSE,0,Victor Mauro,0,"Common sense agriculture,draw water uphill by solar power,install fishpond by gravity thru drip irrigation,marginsl land can be productive.support us sir sec. Thank you",,
2199239470158510-268,FALSE,0,Arnold-Mai Tapleras Aba,0,"Sir support the Mindanaoan farmer, this is very possible if the government intervene and support.",1,
2199239470158510-269,FALSE,0,Dan Dorillo,0,"My 2 cents worth..... maybe easier said than done. If there is no rain for a long long time, the water table recedes (naturally) and when you pump out water to irrigate thousands of hectares, there's a danger that salt water may seep in. Is there technology to avoid this?",3,
2199239470158510-270,FALSE,0,Benjiber R. Silva,0,"Get the budget we have a lot of resources here. But we also have a lot of corrupt officials, sabihin nyo sir millions of pesos makukuha nila as their share sa project, kinabukasan approve na budget mo sir, hindi lang sa dream.",1,
2199239470158510-271,FALSE,0,Je Ho,0,Its a Government Call. Sad to say but it is very true. Many government farm equipment s that are stagnant in the motorpool,2,
2199239470158510-272,FALSE,0,Anthony Gloria Gabucay,0,This is really possible thru govt project of irrigation..if they will really do...if only thru farmer by themselves its very hard...i admit that somebody could do...but mostly cannot..big issue or problem is water source of the area...then the equipment...and the cost...its a huge investment to a poor farmer...hope we can make solution mr. Secretary...i knew only govt can provide for the poor...,1,
2199239470158510-273,FALSE,0,Winchell Campos,0,There's money to be made in digging irrigation canals... without a water source,1,
2199239470158510-274,FALSE,0,Ariel Reyes,0,Everyone is entitled to his or her opinion..,5,
2199239470158510-275,FALSE,0,Rene Lapinid,0,No SPIS for rice farms.  SPIS for other crops is extremely necessary.,5,
2199239470158510-276,FALSE,0,Nover Zackiender,0,"The reality definitely defined the Philippines is an Agriculture Country however agricultural products is higher compare in non agricultural country, what a sad reality we are facing now!",2,
2199239470158510-277,FALSE,0,Jeffrey Fuentes,0,Our  only power is prayer  to our Leadership  and  to its surrounding political  arena.. God  is in control  if  we  pray earnestlt  not  nurmuring.. Remember exodus .. Hope  its a  reminder  to us. Devil is trying to   sow confusion ..,1,
2199239470158510-278,FALSE,0,Felomino Mamuad,0,"Could we request in Digdig , Carranglan , ne",5,
2199239470158510-279,FALSE,0,Danicajones Cosme,0,"That's a very nice technique we must adopt, I go for that, sir Manny, but I hope you could also solve the problems of our farmers, the very very low prices of all agricultural product, pls stop importations, from other countries unless we run out of supplies...",1,
2199239470158510-280,FALSE,0,Manuel Ridao,0,"Most agricultural lands are slowly converted to residential lots or worse still turned into subdivisions. Beides, the then Pres Marcos, build dams and irrigation but to be abandoned for lack of maintenance.",1,
2199239470158510-281,FALSE,0,Roger Villagracia,0,To make food affordable  and sustainable the Government should sincerely utilize our potential resources by providing sufficient fund to Agri Sector. 75 billion  for rehabilitaion ng manila bay  kinaya ang Solar irrigation na 44 billion wala,1,
2199239470158510-282,FALSE,0,Gay Anne Ronduen,0,We need reliable source of water for the Implementation of SPIS. Maraming proposed sites just that STW lng ang source which is masyadong maliit to supply the proposed service area to justify the cost of one unit SPIS.,5,
2199239470158510-283,FALSE,0,Rudy Corcolon Carticiano,0,Yes sir timely  adequate irrigation water from wherever is necessary for crops animals and humanity. Farm inputs are useless without irrigation water,2,
2199239470158510-284,FALSE,0,Emilio Karolus Marcellos Lucas,0,Ang agri set up sa Pinas pagka way klaro...ngitngit pas alkitran...in order for a simple farmer to realize dreams...you have to travel to hell to make things and maybe right or nothing...,2,
2199239470158510-285,FALSE,0,Jose Luis Pasamba Villareal,0,"With all due respect po, d po ba dinidiscourage na ang deep well ngayon kc it causes liquefaction, would it be more practical and safe to take advantage of our being an archipelago surrounded by endless supply of sea water thru desalination?.....nagtatanong lang po....",2,
2199239470158510-286,FALSE,0,Gerardo Tongol,0,"Manny your an inspiration to the farmers and the people, but the Goliath in govt. is the brainless politicians that should be replaced by engineers,technologist,scientist and doctors.",1,
2199239470158510-287,FALSE,0,Jesus Jay Dureza Jr I,0,I hail you with the utmost respect Sec Manny!!! 👊👍🇵🇭,1,
2199239470158510-288,FALSE,0,Johnniel Delacruz,0,"They made a way to solve problems ,not blaming and complaining,"" progressive thinkers and blessed nation"".",1,
2199239470158510-289,FALSE,0,Selya Fuenters,0,Let's do the solar powered irrigation but let's minimize corruption pwede ba!,1,
2199239470158510-290,FALSE,0,Ronald Nunez,0,tell that to corrupt politician in their face.,2,
